"","Best4.Enterocytes","Enterocytes","Enteroendocrine","Goblet","Stem","TA"
"chr9-12000000-13000000",2950,2632,1947,1971,2796,2659
"chr9-13000000-14000000",1314,1147,1836,1654,1496,1397
"chr9-14000000-15000000",3467,3712,3625,3023,3680,3683
"chr9-15000000-16000000",5252,4963,3561,4023,4215,4385
"chr9-16000000-17000000",1934,1398,1326,2327,2180,1996
"chr9-17000000-18000000",1722,2032,2429,1777,2398,2261
"chr9-18000000-19000000",4957,3887,3866,3861,4797,4603
"chr9-19000000-20000000",4499,4172,4024,4828,4574,4470
"chr9-20000000-21000000",4195,3102,4367,4471,4193,4237
"chr9-21000000-22000000",2149,1994,1966,2107,2255,2163
"chr9-22000000-23000000",3327,3846,2420,3673,3068,3402
"chr9-23000000-24000000",1683,1654,2049,1659,2078,1969
"chr9-24000000-25000000",1033,895,890,899,1106,1030
"chr9-25000000-26000000",1412,1265,1641,1501,1486,1646
"chr9-26000000-27000000",2169,2234,1650,1882,2234,2343
"chr9-27000000-28000000",5568,5699,4636,5747,5527,5704
"chr9-28000000-29000000",1353,1028,992,1051,1333,1293
"chr9-29000000-30000000",1242,1113,909,1042,1226,1285
"chr9-30000000-31000000",975,1059,566,841,1013,1041
"chr9-31000000-32000000",1284,1266,992,1306,1341,1339
"chr9-32000000-33000000",2371,2265,2068,2217,2397,2293
"chr9-34000000-35000000",7936,7576,7807,7208,7647,7761
"chr9-35000000-36000000",11447,12836,10505,12643,11768,12080
"chr9-36000000-37000000",6342,5695,5183,7046,6845,7005
"chr9-37000000-38000000",5989,4964,6713,6302,6292,5945
"chr9-69000000-70000000",5095,5164,4580,5105,4910,5230
"chr9-70000000-71000000",5095,5391,3904,5197,5120,5168
"chr9-71000000-72000000",4455,5548,3904,5394,4779,4775
"chr9-72000000-73000000",5876,8937,5452,5709,5847,5832
"chr9-73000000-74000000",1238,1067,1094,1340,1325,1267
"chr9-74000000-75000000",1868,4292,1752,1765,2411,2890
"chr9-75000000-76000000",5445,7588,3208,4163,5512,6124
"chr9-76000000-77000000",6192,6681,6871,5858,6490,6346
"chr9-77000000-78000000",5510,6083,6815,6942,5534,5567
"chr9-78000000-79000000",2380,2541,3069,2620,2540,2558
"chr9-79000000-80000000",2078,1821,1790,2298,2072,1870
"chr9-80000000-81000000",931,942,677,906,1034,1010
"chr9-81000000-82000000",4422,3912,4015,4036,4144,4540
"chr9-82000000-83000000",3423,2382,1854,3407,2858,2920
"chr9-83000000-84000000",5201,6372,4191,8026,5603,5777
"chr9-84000000-85000000",3906,3704,3681,3593,4391,4769
"chr9-85000000-86000000",2460,2789,2281,2210,2502,2552
"chr9-86000000-87000000",3807,2888,3876,2854,3314,3399
"chr9-87000000-88000000",3033,2803,3347,2947,3169,3278
"chr9-88000000-89000000",2748,2807,2466,2678,2723,2957
"chr9-89000000-90000000",6384,5180,8354,7968,6864,6764
"chr9-90000000-91000000",3880,2786,3598,3291,3474,3349
"chr9-91000000-92000000",5427,4614,4451,5176,4805,4676
"chr9-92000000-93000000",4114,3059,4117,3538,3771,3631
"chr9-93000000-94000000",10066,8431,10227,9995,10163,10005
"chr9-95000000-96000000",5353,4163,8336,6170,5952,5488
"chr9-97000000-98000000",5172,5598,5183,5723,5490,5349
"chr9-98000000-99000000",6422,9086,6314,7201,7481,7895
"chr9-99000000-100000000",2229,1933,2958,2477,2479,2305
"chr9-100000000-101000000",2200,1961,2782,2163,2249,2225
"chr9-101000000-102000000",4230,4106,4414,3757,4183,4164
"chr9-102000000-103000000",1097,910,955,989,1041,1014
"chr9-103000000-104000000",1044,902,936,972,953,957
"chr9-104000000-105000000",2960,2365,3051,2897,2865,2796
"chr9-105000000-106000000",5044,5856,5359,5279,5175,5331
"chr9-106000000-107000000",2076,2728,2198,2011,2334,2447
"chr9-107000000-108000000",9096,12737,6880,11465,9297,9542
"chr9-108000000-109000000",5538,6264,3051,5569,4928,4809
"chr9-109000000-110000000",6767,9165,8669,6904,7099,7251
"chr9-110000000-111000000",4036,3829,3746,4097,4355,4575
"chr9-111000000-112000000",4693,6518,3885,4988,4846,5041
"chr9-112000000-113000000",8272,10859,6908,7678,8611,8728
"chr9-113000000-114000000",8311,8549,7473,7415,8274,8298
"chr9-114000000-115000000",5790,5411,6852,6723,6704,6340
"chr9-115000000-116000000",1640,1153,1344,1307,1624,1467
"chr9-116000000-117000000",1886,1582,1947,1645,2111,2032
"chr9-117000000-118000000",2921,2465,4441,3177,2892,2545
"chr9-118000000-119000000",1026,1328,1140,1274,1321,1227
"chr9-119000000-120000000",1180,1204,1066,1314,1347,1206
"chr9-120000000-121000000",4760,3476,4655,3939,4377,4175
"chr9-121000000-122000000",8870,9337,6342,8979,8672,8649
"chr9-122000000-123000000",3847,4036,3496,3831,4397,4384
"chr9-123000000-124000000",5612,6552,6268,5755,6492,6605
"chr9-124000000-125000000",7321,8269,6370,7156,7922,7520
"chr9-125000000-126000000",4928,3942,4840,4268,4692,4895
"chr9-126000000-127000000",4580,4945,5563,4248,4513,4472
"chr9-127000000-128000000",12179,13836,14919,13437,12424,12388
"chr9-128000000-129000000",14282,15927,12193,14427,14011,14174
"chr9-129000000-130000000",11442,11514,11303,11560,11600,11733
"chr9-130000000-131000000",7478,8190,10162,8689,8268,8556
"chr9-131000000-132000000",5413,5384,6824,6251,5640,5400
"chr9-132000000-133000000",4868,3021,5128,4070,4637,4387
"chr9-133000000-134000000",12300,11665,12276,9136,11340,11340
"chr9-134000000-135000000",7113,5962,5369,6433,6725,7024
"chr9-135000000-136000000",3367,2375,3663,2699,2986,2854
"chr9-136000000-137000000",17431,15920,16467,16949,17972,17394
"chr9-137000000-138000000",17546,17778,15086,18426,17031,17008
"chr10-1000000-2000000",3070,2724,3496,3706,3229,3034
"chr10-2000000-3000000",1367,1464,1400,1245,1467,1374
"chr10-3000000-4000000",8552,10231,8419,8301,8373,8552
"chr10-4000000-5000000",4576,6005,3440,4087,4050,4413
"chr10-5000000-6000000",10038,13154,11275,10507,11535,11849
"chr10-6000000-7000000",4685,3527,4766,3660,4122,3901
"chr10-7000000-8000000",2319,1876,4951,2265,2351,2136
"chr10-8000000-9000000",1425,1121,1113,1125,1308,1208
"chr10-9000000-10000000",969,921,1011,955,944,977
"chr10-10000000-11000000",1195,1124,1623,1400,1551,1301
"chr10-11000000-12000000",4782,3843,6491,6007,5056,4998
"chr10-12000000-13000000",7669,5690,10042,7235,7381,7603
"chr10-13000000-14000000",4739,4272,6277,4599,4714,4852
"chr10-14000000-15000000",5246,4348,5072,6133,5298,5027
"chr10-15000000-16000000",4682,4236,5035,4002,4884,4907
"chr10-16000000-17000000",2254,2569,2235,1942,2225,2254
"chr10-17000000-18000000",3486,4068,4237,3591,4131,3937
"chr10-18000000-19000000",2604,2809,6101,3238,3414,2991
"chr10-19000000-20000000",2321,1930,1882,2401,2093,2089
"chr10-20000000-21000000",2438,1934,1530,3091,2485,2504
"chr10-21000000-22000000",3943,2006,3514,3040,3088,2851
"chr10-22000000-23000000",2650,2044,2791,2632,2697,2512
"chr10-23000000-24000000",2535,2023,1771,2383,2385,2346
"chr10-24000000-25000000",6162,6898,5229,5997,6660,6591
"chr10-25000000-26000000",1946,2745,2142,2089,2435,2288
"chr10-26000000-27000000",3111,3327,4135,2885,3127,3359
"chr10-27000000-28000000",2994,2922,2670,2895,3057,3112
"chr10-28000000-29000000",4205,4952,4441,3872,4260,4597
"chr10-29000000-30000000",4246,4022,5257,3966,4386,4545
"chr10-30000000-31000000",3483,2800,3598,3183,2985,2992
"chr10-31000000-32000000",3312,3172,3663,3532,3320,3274
"chr10-32000000-33000000",5724,5616,4877,6873,6411,6618
"chr10-33000000-34000000",2555,2619,3672,2014,2486,2403
"chr10-34000000-35000000",5262,3669,10227,6627,4937,4917
"chr10-35000000-36000000",3542,3446,5767,3376,3887,3875
"chr10-36000000-37000000",1073,918,1567,881,1066,1025
"chr10-43000000-44000000",5229,4852,5563,5600,5524,5324
"chr10-44000000-45000000",4352,3422,3904,3754,4135,3976
"chr10-51000000-52000000",2669,2036,1697,2935,2296,2280
"chr10-52000000-53000000",2149,1683,1289,1816,1771,1803
"chr10-53000000-54000000",1249,1194,1344,1246,1555,1441
"chr10-54000000-55000000",846,904,658,886,927,943
"chr10-55000000-56000000",890,848,927,1088,1016,924
"chr10-56000000-57000000",1134,1052,566,1019,1117,1103
"chr10-57000000-58000000",1852,1479,992,1410,1729,1713
"chr10-58000000-59000000",3170,2640,3069,3225,3410,3048
"chr10-59000000-60000000",4809,5678,4469,5010,5317,5414
"chr10-60000000-61000000",5522,4208,3959,4047,4219,4222
"chr10-61000000-62000000",3887,2605,3523,2855,3425,3508
"chr10-62000000-63000000",3036,2346,2689,2687,2805,2796
"chr10-63000000-64000000",4098,4466,4766,4663,4219,4173
"chr10-64000000-65000000",1988,2181,2587,1917,1964,2039
"chr10-65000000-66000000",1377,1664,955,1651,1632,1732
"chr10-66000000-67000000",1531,2305,862,1833,1864,1826
"chr10-67000000-68000000",2238,2992,2949,3082,2781,2862
"chr10-68000000-69000000",5305,6834,4645,5578,5627,5704
"chr10-69000000-70000000",8048,10071,7047,8106,8566,8884
"chr10-70000000-71000000",6077,6128,5906,5465,6022,5702
"chr10-71000000-72000000",11053,9723,6101,8617,8034,8520
"chr10-72000000-73000000",8007,10529,7427,8429,8614,8621
"chr10-74000000-75000000",3657,3701,4284,3852,3685,3642
"chr10-75000000-76000000",6985,6659,6546,5518,5774,5879
"chr10-76000000-77000000",1731,2093,2550,1886,2188,2061
"chr10-77000000-78000000",5513,7153,6231,8526,5781,5903
"chr10-78000000-79000000",3877,3752,6212,3768,4033,3648
"chr10-80000000-81000000",6666,6315,6481,7222,6640,6896
"chr10-81000000-82000000",1118,1088,983,1136,1268,1266
"chr10-82000000-83000000",1097,1069,677,1097,1204,1189
"chr10-83000000-84000000",1362,1212,612,1228,1297,1272
"chr10-84000000-85000000",5086,4688,4265,5663,5654,5289
"chr10-85000000-86000000",1472,1804,881,1515,1705,1600
"chr10-86000000-87000000",6299,4812,5990,5242,5662,5964
"chr10-88000000-89000000",4601,5535,4098,5619,5494,5416
"chr10-89000000-90000000",3890,4026,4534,3984,3919,4056
"chr10-90000000-91000000",1281,1227,1048,1285,1300,1310
"chr10-91000000-92000000",3304,2490,4979,3684,3382,3112
"chr10-92000000-93000000",3489,3075,3403,3606,3542,3549
"chr10-93000000-94000000",5858,5825,5739,6882,5699,5646
"chr10-94000000-95000000",4603,5876,2624,2701,4001,4510
"chr10-95000000-96000000",7201,7039,7381,7814,7463,7152
"chr10-96000000-97000000",8189,7770,7353,7361,7614,7695
"chr10-97000000-98000000",8270,8720,8401,8332,8558,8527
"chr10-98000000-99000000",2848,2716,2652,3149,2918,2784
"chr10-99000000-100000000",5172,5796,4284,4998,5132,5119
"chr10-100000000-101000000",7505,7077,6565,7023,7241,7286
"chr10-101000000-102000000",6396,5810,6973,6510,6210,6089
"chr10-102000000-103000000",10384,10895,11154,10717,10711,10771
"chr10-103000000-104000000",13866,13014,13074,14258,11569,11564
"chr10-104000000-105000000",3706,4411,3755,3671,3862,3933
"chr10-105000000-106000000",2369,1217,1632,1616,1647,1629
"chr10-106000000-107000000",1246,1101,1001,1071,1389,1341
"chr10-107000000-108000000",1656,1809,2012,2067,1734,1750
"chr10-108000000-109000000",1665,1269,1530,1630,1578,1434
"chr10-109000000-110000000",3364,3432,3329,3495,3532,3699
"chr10-110000000-111000000",11353,15199,10839,10839,10989,11428
"chr10-111000000-112000000",3030,1856,2605,1749,2069,1881
"chr10-112000000-113000000",8983,11595,8234,8516,8361,8144
"chr10-113000000-114000000",6728,8994,5545,8080,6723,6596
"chr10-114000000-115000000",6558,6378,5767,8352,6800,6853
"chr10-115000000-116000000",1065,1025,566,930,1033,1053
"chr10-116000000-117000000",2807,2980,2643,2667,3430,3408
"chr10-117000000-118000000",3418,2413,3700,3034,3331,3156
"chr10-118000000-119000000",3990,2559,4376,4306,3314,3163
"chr10-119000000-120000000",6272,5231,6908,6602,6209,6163
"chr10-120000000-121000000",2296,1663,2531,2272,2112,1881
"chr10-121000000-122000000",5748,6218,5313,8305,6288,6088
"chr10-122000000-123000000",7408,6969,6045,5274,6020,6080
"chr10-123000000-124000000",2523,2040,3523,2211,3033,2468
"chr10-124000000-125000000",6316,5769,5860,5991,5942,5968
"chr10-125000000-126000000",6645,6480,7353,7651,6821,6797
"chr10-126000000-127000000",2076,3333,3041,1980,2325,2421
"chr10-127000000-128000000",3674,4396,4451,4514,3968,4005
"chr10-128000000-129000000",2875,2658,2745,2838,3024,3165
"chr10-129000000-130000000",1585,1286,1307,1441,1598,1554
"chr10-130000000-131000000",2120,1913,1409,2063,2138,2085
"chr10-131000000-132000000",1865,1846,1725,1727,1832,1866
"chr10-132000000-133000000",9590,8020,10700,9082,9032,9258
"chr11-1000000-2000000",10226,9773,8725,14040,10790,10610
"chr11-2000000-3000000",9302,7306,10320,8872,11195,9425
"chr11-5000000-6000000",1670,1504,1094,1585,1564,1538
"chr11-6000000-7000000",5287,5476,6435,5672,5409,5535
"chr11-7000000-8000000",4578,4244,3523,4504,4634,4678
"chr11-8000000-9000000",4710,3748,4200,4708,4842,4973
"chr11-9000000-10000000",6292,5003,5684,6426,5995,5710
"chr11-10000000-11000000",6852,7831,6713,7864,6681,6339
"chr11-11000000-12000000",2307,2554,2661,2237,2702,2744
"chr11-12000000-13000000",9129,11296,12100,10285,10471,9987
"chr11-13000000-14000000",6469,6394,6055,5586,6861,6908
"chr11-14000000-15000000",4528,5351,4228,4554,4550,4862
"chr11-15000000-16000000",4890,5179,3477,3399,3820,4080
"chr11-16000000-17000000",5505,6917,4738,5621,5264,5303
"chr11-17000000-18000000",5415,5796,8697,5499,5252,5336
"chr11-18000000-19000000",4836,4901,6694,4681,4563,4704
"chr11-19000000-20000000",4673,3190,4033,4741,4969,4703
"chr11-20000000-21000000",2708,2828,2633,2429,2647,2767
"chr11-21000000-22000000",1224,1569,1307,1148,1266,1409
"chr11-22000000-23000000",2006,1916,2355,2088,2093,2084
"chr11-23000000-24000000",2216,2477,1604,1644,2138,2195
"chr11-24000000-25000000",1504,1148,1484,1392,1493,1436
"chr11-25000000-26000000",1302,1262,936,1038,1369,1404
"chr11-26000000-27000000",1603,2166,1233,1483,1682,1797
"chr11-27000000-28000000",5074,5979,4627,5701,5314,5367
"chr11-28000000-29000000",1519,1561,1261,1842,1576,1718
"chr11-29000000-30000000",1140,1132,705,1216,1256,1335
"chr11-30000000-31000000",2323,1366,1817,2223,2031,1885
"chr11-31000000-32000000",1857,1413,3783,1663,1648,1557
"chr11-32000000-33000000",2825,2279,2216,2644,2860,2870
"chr11-33000000-34000000",4287,6065,5007,4566,5140,5279
"chr11-34000000-35000000",7881,10083,8855,9174,9369,9365
"chr11-35000000-36000000",2633,1992,4812,2989,3258,2994
"chr11-36000000-37000000",4971,6084,3885,4810,4465,4834
"chr11-37000000-38000000",1062,911,779,842,1038,1016
"chr11-38000000-39000000",992,895,992,997,1086,985
"chr11-39000000-40000000",886,924,427,829,950,977
"chr11-40000000-41000000",925,852,491,827,1033,998
"chr11-41000000-42000000",1392,1339,1029,1329,1395,1396
"chr11-42000000-43000000",961,921,909,1014,1045,1028
"chr11-43000000-44000000",2891,2480,4358,2944,2929,2728
"chr11-44000000-45000000",5124,3273,6166,3893,4531,4688
"chr11-45000000-46000000",5661,4792,9458,5094,5870,5854
"chr11-46000000-47000000",8448,9852,9597,10553,9227,9102
"chr11-47000000-48000000",8609,9220,9161,8750,9271,9273
"chr11-56000000-57000000",2236,1338,1159,2082,2282,2053
"chr11-57000000-58000000",8303,9226,7381,8952,8522,8647
"chr11-58000000-59000000",3179,3935,2522,3354,3905,4089
"chr11-59000000-60000000",7393,7381,7334,7580,7821,7471
"chr11-60000000-61000000",5138,4782,7974,5440,4891,5140
"chr11-62000000-63000000",14022,16509,12972,14559,14512,14643
"chr11-64000000-65000000",16184,17416,15345,16417,16624,16222
"chr11-65000000-66000000",22607,26124,21697,22379,22719,22717
"chr11-66000000-67000000",10901,12956,13287,10703,11015,11303
"chr11-68000000-69000000",12532,13419,11748,12293,12050,12630
"chr11-69000000-70000000",10535,7429,4710,8333,8506,8601
"chr11-70000000-71000000",4257,5070,6351,5409,4804,4693
"chr11-72000000-73000000",8603,7217,10941,8687,8261,8483
"chr11-73000000-74000000",7541,7208,6824,7774,7089,7102
"chr11-74000000-75000000",5677,5403,5582,5512,6169,6204
"chr11-75000000-76000000",9360,8648,9235,8301,9479,9353
"chr11-76000000-77000000",10614,9782,6685,8725,9312,8861
"chr11-77000000-78000000",9838,13394,8122,10869,9469,9881
"chr11-78000000-79000000",5900,5311,6073,5684,6042,6318
"chr11-79000000-80000000",1836,1896,2012,2250,1906,1874
"chr11-80000000-81000000",2326,2113,1150,2670,2030,2129
"chr11-81000000-82000000",2267,1289,964,1300,1448,1501
"chr11-82000000-83000000",1606,1704,2077,2126,2033,1981
"chr11-83000000-84000000",3112,3686,4043,3861,3536,3461
"chr11-84000000-85000000",1454,1239,2587,1686,1594,1538
"chr11-85000000-86000000",4225,5046,3143,6062,4644,4668
"chr11-86000000-87000000",6125,7638,4896,6324,6087,5722
"chr11-88000000-89000000",2564,1791,1530,1983,2124,2106
"chr11-91000000-92000000",1001,940,1382,980,1199,1129
"chr11-92000000-93000000",1971,1713,1530,1901,1801,1928
"chr11-93000000-94000000",5257,4130,4145,4878,4608,4763
"chr11-94000000-95000000",3460,2803,2531,3447,3314,3343
"chr11-95000000-96000000",4005,4146,4024,4044,4281,4288
"chr11-96000000-97000000",4451,4303,3996,4019,4490,4523
"chr11-97000000-98000000",964,896,612,763,1008,986
"chr11-98000000-99000000",850,823,631,728,986,946
"chr11-99000000-100000000",938,820,464,798,923,929
"chr11-100000000-101000000",2590,3684,1493,2532,2364,2544
"chr11-101000000-102000000",1830,1307,2476,2062,1729,1740
"chr11-102000000-103000000",7465,6153,4886,5974,6568,6179
"chr11-103000000-104000000",1822,1386,1771,1720,1825,1873
"chr11-104000000-105000000",1605,1267,1539,1371,1292,1304
"chr11-105000000-106000000",1955,1920,1947,1702,1762,1856
"chr11-106000000-107000000",1689,1718,1242,1685,1751,1791
"chr11-107000000-108000000",2549,2074,1539,1996,2597,2537
"chr11-108000000-109000000",4479,4294,3579,4862,4388,4708
"chr11-109000000-110000000",1348,1289,2262,1181,1310,1266
"chr11-110000000-111000000",3335,3055,2605,3402,3206,3288
"chr11-111000000-112000000",6076,5684,8438,6993,6619,6593
"chr11-112000000-113000000",4716,3859,3570,3970,3970,3915
"chr11-113000000-114000000",3132,2358,3171,2465,3147,2672
"chr11-114000000-115000000",7258,10183,7816,9496,8901,9498
"chr11-115000000-116000000",1870,1479,2698,1491,1912,1808
"chr11-116000000-117000000",3615,3825,2958,2726,3633,3546
"chr11-117000000-118000000",6797,5734,9671,8450,7131,7379
"chr11-118000000-119000000",10659,12448,8215,9965,10735,10905
"chr11-119000000-120000000",10943,10195,10338,10793,10152,9990
"chr11-120000000-121000000",6364,6264,5406,5502,6223,5931
"chr11-121000000-122000000",4228,4528,3802,4508,4111,4221
"chr11-122000000-123000000",1626,1161,1252,1303,1466,1443
"chr11-123000000-124000000",3138,2520,3672,3714,3374,3078
"chr11-124000000-125000000",4722,3957,4154,4779,4792,5065
"chr11-125000000-126000000",3131,2820,3041,2745,3160,3338
"chr11-126000000-127000000",7109,6993,6120,7665,6541,6613
"chr11-127000000-128000000",1666,1162,1669,1691,1694,1594
"chr11-128000000-129000000",4864,4419,5730,4985,4717,4797
"chr11-129000000-130000000",6943,8593,5257,6903,6631,7052
"chr11-130000000-131000000",7542,7467,6287,6969,7618,7443
"chr11-131000000-132000000",1374,1215,1372,1336,1464,1331
"chr11-132000000-133000000",1184,1131,1001,1046,1144,1191
"chr11-133000000-134000000",1517,1243,2077,1487,1610,1512
"chr11-134000000-135000000",3345,3013,5443,3681,3535,3710
"chr12-1000000-2000000",7519,7948,6871,7415,7242,7653
"chr12-2000000-3000000",5710,4807,7659,5804,6075,5640
"chr12-3000000-4000000",3899,2995,3319,5649,4746,4122
"chr12-4000000-5000000",5442,3936,5146,6744,5746,5603
"chr12-5000000-6000000",2811,2528,2272,2409,3241,3340
"chr12-6000000-7000000",20802,24483,20334,21948,21877,21659
"chr12-10000000-11000000",3984,4146,3060,4517,4033,4062
"chr12-11000000-12000000",4760,5356,5841,5738,5233,5170
"chr12-12000000-13000000",13065,15588,11544,12580,13707,13476
"chr12-13000000-14000000",4709,7360,4636,4490,4996,4822
"chr12-14000000-15000000",7577,7094,7056,6600,6812,6703
"chr12-15000000-16000000",5703,6813,5155,4925,5628,5415
"chr12-16000000-17000000",2053,2499,2605,2543,2721,2819
"chr12-17000000-18000000",1058,994,853,898,1056,1030
"chr12-18000000-19000000",1802,1624,1335,1364,1737,1779
"chr12-19000000-20000000",3426,2182,3245,2331,2826,2763
"chr12-20000000-21000000",3785,5077,2253,3079,3728,3700
"chr12-21000000-22000000",1876,1500,2086,1717,2179,1846
"chr12-22000000-23000000",3884,3720,3227,3438,3644,3365
"chr12-23000000-24000000",1136,1041,1892,918,1225,1095
"chr12-24000000-25000000",1303,1446,1224,1250,1243,1263
"chr12-25000000-26000000",2818,3069,2670,2938,2977,3068
"chr12-26000000-27000000",5958,5839,6444,5488,5420,5125
"chr12-27000000-28000000",5484,4386,4228,6441,4974,4777
"chr12-28000000-29000000",1738,1965,2401,2205,1772,1684
"chr12-29000000-30000000",3178,3510,1706,3417,3090,3211
"chr12-30000000-31000000",2088,1809,2485,2079,2150,1977
"chr12-32000000-33000000",6060,6425,6018,5564,6401,6534
"chr12-33000000-34000000",1140,976,1020,962,1121,1019
"chr12-38000000-39000000",2693,2241,1938,2524,2316,2222
"chr12-39000000-40000000",3196,2449,1864,2718,2718,2540
"chr12-40000000-41000000",2042,2091,1567,2210,2085,2008
"chr12-41000000-42000000",1149,990,853,1262,1214,1046
"chr12-42000000-43000000",2095,1945,1836,2086,2097,2012
"chr12-43000000-44000000",1884,2046,1595,1695,1782,1704
"chr12-44000000-45000000",1645,1756,936,1277,1416,1443
"chr12-45000000-46000000",3723,3442,3301,3865,3450,3555
"chr12-46000000-47000000",4958,4786,3607,4681,4485,4642
"chr12-47000000-48000000",7241,6828,7640,6414,6668,6728
"chr12-48000000-49000000",7237,6732,5879,6790,7285,7306
"chr12-49000000-50000000",8189,6970,9587,7873,8335,8019
"chr12-50000000-51000000",9641,12108,9235,9607,9713,9925
"chr12-51000000-52000000",8993,7472,7956,8811,8562,8175
"chr12-52000000-53000000",12687,9708,12193,12919,12087,11081
"chr12-53000000-54000000",12851,12838,13574,12391,12704,12704
"chr12-54000000-55000000",4568,3494,4692,4576,4337,4146
"chr12-57000000-58000000",12157,13760,11905,12416,12540,12847
"chr12-58000000-59000000",3051,2803,5257,3243,3338,3233
"chr12-59000000-60000000",2086,1551,1502,2924,2280,2237
"chr12-60000000-61000000",904,897,362,797,1054,936
"chr12-61000000-62000000",911,897,621,848,1046,1012
"chr12-62000000-63000000",3375,3062,2596,2955,3400,3197
"chr12-64000000-65000000",5603,6087,5656,5573,5820,5927
"chr12-65000000-66000000",3672,4146,2986,3968,3595,4101
"chr12-66000000-67000000",2332,2173,2262,2365,2340,2332
"chr12-67000000-68000000",5401,7110,4274,7127,5071,5110
"chr12-68000000-69000000",4924,4747,4052,4897,5008,5113
"chr12-69000000-70000000",6015,5827,4729,5069,5756,5673
"chr12-70000000-71000000",3253,4924,2207,3283,3059,3170
"chr12-71000000-72000000",4880,4838,4080,4642,5351,4911
"chr12-72000000-73000000",1117,1197,807,975,1118,1107
"chr12-73000000-74000000",878,896,612,796,984,933
"chr12-74000000-75000000",1281,1149,1048,1196,1316,1283
"chr12-75000000-76000000",2796,2285,2958,2699,2802,2150
"chr12-76000000-77000000",3443,2250,2698,3362,3050,2738
"chr12-77000000-78000000",1779,1598,1743,2054,2005,2045
"chr12-78000000-79000000",1252,1070,1317,1119,1335,1139
"chr12-79000000-80000000",3477,3349,3338,3838,3771,3823
"chr12-80000000-81000000",1190,1124,881,1033,1138,1193
"chr12-81000000-82000000",1130,1011,1233,1002,1187,1171
"chr12-82000000-83000000",2579,2070,2188,2563,2467,2491
"chr12-83000000-84000000",1044,982,1103,1019,1005,985
"chr12-84000000-85000000",1088,1008,1456,1000,1094,1117
"chr12-85000000-86000000",1584,1175,1326,1543,1574,1512
"chr12-86000000-87000000",1019,906,491,906,957,930
"chr12-87000000-88000000",1052,1373,733,1026,1196,1272
"chr12-88000000-89000000",3144,3611,2763,3473,3502,3653
"chr12-89000000-90000000",6183,7711,6249,6245,6404,6549
"chr12-90000000-91000000",2043,2113,1762,1664,1665,1591
"chr12-91000000-92000000",2960,3614,2012,2089,2875,3316
"chr12-92000000-93000000",4845,5704,5267,4232,4895,5209
"chr12-93000000-94000000",6910,9040,7640,7199,6811,7039
"chr12-94000000-95000000",6878,7011,5925,6242,5515,5699
"chr12-95000000-96000000",6376,5231,5016,7178,6459,5900
"chr12-96000000-97000000",2732,2288,2911,2680,2763,2912
"chr12-97000000-98000000",1176,1089,760,1287,1188,1202
"chr12-98000000-99000000",3672,4279,3153,3593,3529,3769
"chr12-99000000-100000000",984,1048,547,966,1041,1072
"chr12-100000000-101000000",4610,5388,3440,3978,4934,5397
"chr12-101000000-102000000",6288,5276,3885,4690,5274,5506
"chr12-102000000-103000000",1435,1374,1808,1445,1469,1490
"chr12-103000000-104000000",3681,4220,6147,4566,4542,4335
"chr12-104000000-105000000",3319,4481,3217,3334,3634,3717
"chr12-105000000-106000000",3750,5263,4321,4297,4093,3994
"chr12-106000000-107000000",6138,5060,6175,6360,5860,5759
"chr12-107000000-108000000",2769,2510,3839,2677,2988,2848
"chr12-108000000-109000000",5115,4817,4970,4648,4997,5152
"chr12-109000000-110000000",7440,8617,8790,7941,8758,8523
"chr12-110000000-111000000",6995,8574,5498,6583,6915,7057
"chr12-111000000-112000000",6531,7108,4358,6830,6649,6799
"chr12-112000000-113000000",4362,4218,4145,4442,4158,4170
"chr12-113000000-114000000",6548,5308,5897,5815,5459,5508
"chr12-114000000-115000000",2821,1811,1873,1874,2351,1951
"chr12-115000000-116000000",3913,2915,3069,2463,3356,3024
"chr12-116000000-117000000",5575,3820,6963,4987,5650,5285
"chr12-117000000-118000000",3158,2283,4182,3570,3492,3327
"chr12-118000000-119000000",4691,5762,5044,4594,4937,4976
"chr12-119000000-120000000",2678,3953,4089,3263,3283,3314
"chr12-120000000-121000000",13623,14969,13306,12548,13472,13743
"chr12-121000000-122000000",10204,10971,11164,10051,10066,9776
"chr12-122000000-123000000",11470,13895,10941,11723,11886,11828
"chr12-123000000-124000000",6286,7065,7362,7502,6894,6583
"chr12-124000000-125000000",12213,14764,12323,13271,13004,12724
"chr12-125000000-126000000",3094,2610,2995,3079,3287,3354
"chr12-126000000-127000000",1281,1447,668,1109,1187,1336
"chr12-127000000-128000000",2447,2243,1743,2124,2270,2256
"chr12-128000000-129000000",2710,2526,2615,1910,2660,2608
"chr12-129000000-130000000",3185,2518,3236,2056,2701,2664
"chr12-130000000-131000000",2706,1799,7816,2142,2519,2261
"chr12-132000000-133000000",7370,6870,7798,7208,7455,7498
"chr13-20000000-21000000",6000,5065,4376,5438,5575,5654
"chr13-21000000-22000000",4765,4805,6555,4245,5129,4994
"chr13-22000000-23000000",2220,1578,2207,1645,1968,1901
"chr13-23000000-24000000",2347,1725,3217,2108,2082,2038
"chr13-24000000-25000000",8605,8886,5155,7262,7392,7556
"chr13-25000000-26000000",1693,1476,2290,2076,1720,1810
"chr13-26000000-27000000",4539,4994,7223,4835,4516,4628
"chr13-27000000-28000000",7820,8825,10969,8887,8186,8253
